Gorengan,0.99999994
Latte,0.99999994
Indomie,0.99999994
Gorengan,0.99999994
Latte,0.99999994
Gorengan,0.99999994
Gorengan,0.99999994
Brownis,0.99999994
Gorengan,0.99999994
Latte,0.99999994
Indomie,0.9999998
Indomie,0.9999998
Nabati,0.9999996
Bubur,0.9999996
Nabati,0.9999996
Bubur,0.9999996
Bubur,0.9999996
Nabati,0.9999996
Bubur,0.9999996
Bubur,0.9999996
Sereal,0.99999946
Sereal,0.99999946
Ayam sambal matah,0.99999946
Ayam sambal matah,0.99999946
Ayam sambal matah,0.99999946
Ayam sambal matah,0.99999946
Sereal,0.99999946
Sereal,0.99999946
Ayam sambal matah,0.99999946
Sereal,0.99999946
Sereal,0.99999946
Piscok,0.99999946
Pizza,0.99999934
Richeese,0.99999934
Richeese,0.99999934
Croissant,0.99999934
Pizza,0.99999934
Richeese,0.99999934
Pizza,0.99999934
Pizza,0.99999934
Croissant,0.99999934
Pizza,0.99999934
Croissant,0.99999934
Susu,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Snack,0.9999992
Susu,0.9999992
Susu,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bihun,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Susu,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Snack,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bihun,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Bubur,0.9999992
Susu,0.9999992
Indomie,0.9999991
Indomie,0.9999991
Pocari sweat,0.999999
Pocari sweat,0.999999
Pocari sweat,0.999999
Pocari sweat,0.999999
Pocari sweat,0.999999
Waffle,0.99999887
Apem,0.99999875
Es kobok,0.9999986
Es kobok,0.9999986
Es kobok,0.9999986
Es kobok,0.9999986
Fillet,0.99999815
Fillet,0.99999815
Fillet,0.99999815
Fillet,0.99999815
Lasagna,0.99999803
Ebi,0.99999803
Lasagna,0.99999803
Lasagna,0.99999803
Ebi,0.99999803
Ebi,0.99999803
Ebi,0.99999803
Gimbap,0.99999744
Gimbap,0.99999744
Gimbap,0.99999744
Jjangmyeon,0.9999965
Jjangmyeon,0.9999965
Jjangmyeon,0.9999965
Coke float,0.99999624
Coke float,0.99999624
Coke float,0.99999624
Bubur,0.99999624
Coke float,0.99999624
Bubur,0.99999624
STMJ,0.9999961
STMJ,0.9999961
Gulai,0.9999959
Gulai,0.9999959
Gulai,0.9999959
Hot pot,0.99999577
Ramen,0.99999577
Bubur,0.99999577
Hot pot,0.99999577
Bubur,0.99999577
Bubur,0.99999577
Bubur,0.99999577
Ramen,0.99999577
Ramen,0.99999577
Rice bowl,0.9999954
Rice bowl,0.9999954
Rice bowl,0.9999954
Rice bowl,0.9999954
Rice bowl,0.9999954
Rice bowl,0.9999954
Kimchi,0.9999952
Kimchi,0.9999952
Kimchi,0.9999952
Macaron,0.9999952
Kimchi,0.9999952
Seblak,0.9999934
Seblak,0.9999934
Seblak,0.9999934
Seblak,0.9999934
Seblak,0.9999934
Seblak,0.9999934
Bubur,0.99999326
Bubur,0.99999326
Juice,0.99999315
Juice,0.99999315
Coca cola,0.99999315
Sop Ayam,0.99999315
Juice,0.99999315
Juice,0.99999315
Juice,0.99999315
Air putih,0.99999195
Air putih,0.99999195
Air putih,0.99999195
Udon,0.99999124
Udon,0.99999124
Udon,0.99999124
Udon,0.99999124
Wiski,0.99998945
Sushi,0.99998933
Gorengan,0.99998933
Sushi,0.99998933
Gorengan,0.99998933
Gorengan,0.99998933
Sushi,0.99998933
Ubi kukus,0.9999891
Rawon,0.9999891
Rawon,0.9999891
Rawon,0.9999891
Roti kukus,0.9999878
Roti kukus,0.9999878
Roti kukus,0.9999878
Roti kukus,0.9999878
Roti kukus,0.9999878
Roti kukus,0.9999878
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Sup,0.99998707
Brownis,0.99998707
Brownis,0.99998707
Sup,0.99998707
Kue lumpur,0.999986
Kue lumpur,0.999986
Kolak,0.99998444
Kolak,0.99998444
Kolak,0.99998444
Donat,0.99998313
Donat,0.99998313
Donat,0.99998313
Donat,0.99998313
Donat,0.99998313
Biskuit,0.9999823
Biskuit,0.9999823
Biskuit,0.9999823
Regal,0.99998146
Regal,0.99998146
Regal,0.99998146
